ts,ms,pump,manual_override,alert,reason,context,rec_ms,tTop,tMid,tBot,dT_tb,pressure_hPa,lux,irObj,irAmb,airT,airRH,tds_mV,tds_sat,micRMS,DOproxy,ml_on,ml_pred,ml_conf,ml_used,extra
1758845452.025332,196465,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1000.9,109.0,22.59,20.45,19.5,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845453.037902,197473,False,False,False,none,night,0,19.44,19.5,19.87,-0.44,1000.9,108.9,22.65,20.45,19.5,69,0,False,0.0,9.06,True,calm,0.656,False,
1758845454.036841,198465,False,False,False,none,night,0,19.44,19.5,19.87,-0.44,1000.9,108.8,22.47,20.47,19.5,69,0,False,0.0,9.06,True,calm,0.656,False,
1758845456.316561,199473,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,109.0,22.51,20.45,19.5,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845456.524096,200961,False,False,False,none,night,0,19.44,19.5,19.87,-0.44,1000.9,108.9,22.53,20.49,19.5,69,0,False,0.0,9.06,True,calm,0.656,False,
1758845457.5362308,201969,False,False,False,none,night,0,19.44,19.5,19.87,-0.44,1000.9,108.9,22.63,20.47,19.5,69,0,False,0.0,9.06,True,calm,0.656,False,
1758845458.528171,202961,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.51,20.41,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845459.5306208,203969,False,False,False,none,night,0,19.44,19.5,19.87,-0.44,1000.9,108.9,22.59,20.45,19.6,69,0,False,0.0,9.06,True,calm,0.656,False,
1758845460.524205,204961,False,False,False,none,night,0,19.44,19.5,19.87,-0.44,1001.0,108.9,22.65,20.47,19.6,69,0,False,0.0,9.06,True,calm,0.656,False,
1758845461.531596,205969,False,False,False,none,night,0,19.44,19.5,19.87,-0.44,1000.9,108.8,22.65,20.47,19.6,69,1,False,0.0,9.06,True,calm,0.656,False,
1758845462.522697,206961,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.63,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845463.532439,207969,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1000.9,108.9,22.65,20.49,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845464.525676,208961,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.7,22.69,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845465.530168,209969,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.7,22.69,20.45,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845466.526477,210961,False,False,False,none,night,0,19.5,19.5,19.94,-0.44,1001.0,108.9,22.65,20.45,19.6,69,0,False,0.0,9.06,True,calm,0.656,False,
1758845467.534507,211969,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.71,20.49,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845469.819052,212961,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.63,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845470.036598,214465,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.65,20.45,19.6,69,0,False,38.46,9.05,True,uniform-overheat,0.66,False,
1758845471.035372,215473,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,109.0,22.63,20.45,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845472.0261178,216465,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.63,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845474.521499,217473,False,False,False,none,night,0,19.44,19.5,19.87,-0.44,1001.0,108.8,22.65,20.45,19.6,69,0,False,0.0,9.06,True,calm,0.656,False,
1758845474.7320662,219169,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1001.0,108.9,22.65,20.47,19.6,69,0,False,127.87,9.05,True,human-tap,0.359,False,
1758845475.742645,220177,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.7,22.63,20.45,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845477.8201568,221169,False,False,False,none,night,0,19.44,19.5,19.87,-0.44,1000.9,108.8,22.63,20.49,19.6,69,0,False,90.47,9.06,True,human-tap,0.277,False,
1758845478.043693,222481,False,False,False,human_tap,night,0,19.44,19.56,19.87,-0.44,1000.9,108.8,22.65,20.47,19.6,69,0,False,7.22,9.05,True,calm,0.43,False,
1758845479.035509,223473,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.65,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845480.0422149,224481,False,False,False,none,night,0,19.44,19.5,19.87,-0.44,1000.9,108.9,22.53,20.47,19.6,69,0,False,0.0,9.06,True,calm,0.656,False,
1758845481.0344808,225473,False,False,False,none,night,0,19.5,19.5,19.87,-0.37,1000.9,108.9,22.51,20.47,19.6,69,0,False,0.0,9.06,True,calm,0.656,False,
1758845482.0440938,226481,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.8,22.65,20.41,19.6,69,15,False,0.0,9.05,True,uniform-overheat,0.793,False,
1758845483.0384488,227473,False,False,False,none,night,0,19.44,19.5,19.87,-0.44,1000.9,108.9,22.53,20.45,19.6,69,0,False,0.0,9.06,True,calm,0.656,False,
1758845485.32039,228481,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.59,20.45,19.6,69,0,False,37.58,9.05,True,uniform-overheat,0.484,False,
1758845485.5290902,229969,False,False,False,none,night,0,19.44,19.5,19.87,-0.44,1001.0,108.9,22.63,20.41,19.6,69,3,False,0.0,9.06,True,calm,0.656,False,
1758845486.539268,230977,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1000.9,108.9,22.63,20.41,19.6,69,1,False,0.0,9.05,True,calm,0.656,False,
1758845487.544327,231969,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.59,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845488.543093,232977,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1001.0,108.9,22.59,20.45,19.6,69,8,False,0.0,9.05,True,uniform-overheat,0.793,False,
1758845489.529691,233969,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1000.9,108.9,22.63,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845490.555263,234977,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.69,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845491.5354612,235969,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.63,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845492.538762,236977,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.63,20.45,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845493.532759,237969,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.69,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845494.7001002,238977,False,False,False,none,night,0,19.44,19.56,19.94,-0.5,1000.9,108.9,22.63,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845495.534708,239969,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1001.0,108.8,22.63,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845496.538899,240977,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.63,20.41,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845497.533203,241969,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.59,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845498.54228,242977,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,109.0,22.53,20.45,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845499.5320609,243969,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.59,20.45,19.6,69,10,False,0.0,9.05,True,uniform-overheat,0.793,False,
1758845500.542271,244977,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1000.9,108.9,22.65,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845501.548567,245985,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.53,20.47,19.6,69,0,False,19.63,9.05,True,uniform-overheat,0.445,False,
1758845502.5434391,246977,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.8,22.51,20.45,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845503.533382,247969,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.8,22.53,20.45,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845504.5408268,248977,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1001.0,108.8,22.63,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845505.531803,249969,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.8,22.69,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845506.538701,250977,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.63,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845507.5303411,251969,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.8,22.65,20.47,19.6,69,0,False,90.51,9.05,True,human-tap,0.277,False,
1758845508.5439959,252977,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.63,20.45,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845509.530912,253969,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.71,20.47,19.6,69,3,False,0.0,9.05,True,calm,0.656,False,
1758845510.543467,254977,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1000.9,109.0,22.71,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845512.8296409,255969,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.65,20.45,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845513.053212,257489,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.65,20.45,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845514.3537228,258481,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.63,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845515.057236,259489,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1000.9,108.9,22.69,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845516.045121,260481,False,False,False,none,night,0,19.44,19.56,19.94,-0.5,1000.9,108.9,22.63,20.45,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845517.0539079,261489,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.8,22.63,20.45,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845518.046251,262481,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.71,20.51,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845519.0558112,263489,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.69,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845520.044715,264481,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.65,20.49,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845521.052175,265489,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,109.0,22.65,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845522.043963,266481,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.69,20.49,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845523.051148,267489,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,109.0,22.65,20.51,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845524.0570638,268481,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.1,108.9,22.51,20.49,19.6,69,2,False,0.0,9.05,True,calm,0.656,False,
1758845525.051407,269489,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.51,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845526.046386,270481,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.7,22.47,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845527.052345,271489,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.6,22.53,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845528.0485198,272481,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1001.0,108.6,22.53,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845529.053685,273489,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.1,108.6,22.63,20.49,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845530.0460732,274481,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.6,22.65,20.47,19.6,69,10,False,0.0,9.05,True,uniform-overheat,0.793,False,
1758845531.0518909,275489,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.6,22.59,20.51,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845532.0463638,276481,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1000.9,108.6,22.59,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845533.050344,277489,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.6,22.63,20.49,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845535.335287,278481,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.6,22.71,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845535.576937,279985,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.7,22.63,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845536.5557702,280993,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.1,108.6,22.63,20.47,19.6,69,15,False,0.0,9.05,True,uniform-overheat,0.793,False,
1758845537.551614,281985,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.5,22.63,20.47,19.6,69,3,False,0.0,9.05,True,calm,0.656,False,
1758845538.558521,282993,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.71,20.45,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845540.8379369,283985,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.65,20.47,19.6,69,0,False,44.54,9.05,True,uniform-overheat,0.66,False,
1758845541.05107,285489,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.63,20.45,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845542.044419,286481,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.75,20.47,19.6,69,0,False,90.52,9.05,True,human-tap,0.277,False,
1758845543.052978,287489,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1001.0,108.8,22.71,20.49,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845544.047827,288481,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1001.0,108.9,22.71,20.51,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845545.080145,289489,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.65,20.51,19.6,69,0,False,12.67,9.05,True,calm,0.43,False,
1758845546.196666,290481,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.71,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845547.22436,291489,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.69,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845548.048439,292481,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1000.9,108.9,22.65,20.51,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845549.0568671,293489,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.69,20.51,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845550.048338,294481,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.75,20.51,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845551.054385,295489,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.65,20.49,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845552.0926342,296481,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.71,20.51,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845553.1432939,297489,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.71,20.51,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845554.0477598,298481,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1000.9,108.7,22.77,20.51,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845555.055777,299489,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.5,22.69,20.49,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845556.093853,300481,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.5,22.75,20.51,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845557.168826,301489,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.7,22.65,20.51,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845558.049134,302481,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.8,22.65,20.49,19.6,69,0,False,65.68,9.05,True,uniform-overheat,0.547,False,
1758845559.054105,303489,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.65,20.53,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845560.274606,304481,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.8,108.6,22.29,20.49,19.6,69,0,False,44.23,9.05,True,uniform-overheat,0.66,False,
1758845561.057112,305489,False,False,False,none,night,0,19.44,19.56,19.94,-0.5,1001.0,108.5,22.35,20.49,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845562.364108,306481,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.5,22.37,20.49,19.6,69,2,False,0.0,9.05,True,calm,0.656,False,
1758845563.0543191,307489,False,False,False,none,night,0,19.44,19.62,19.87,-0.44,1000.9,108.8,22.41,20.51,19.6,69,0,False,0.0,9.04,True,calm,0.656,False,
1758845564.0577128,308481,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.8,22.41,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845565.0602372,309489,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.6,22.51,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845566.0565171,310481,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.5,22.51,20.45,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845567.2067661,311489,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.43,20.47,19.6,69,0,False,35.77,9.05,True,uniform-overheat,0.484,False,
1758845569.340126,312481,False,False,False,none,night,0,19.44,19.62,19.87,-0.44,1001.0,108.9,22.37,20.47,19.6,69,0,False,0.0,9.04,True,calm,0.656,False,
1758845569.5537221,313985,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.41,20.41,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845570.542528,314977,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.6,22.53,20.49,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845571.5510771,315985,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.53,20.45,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845572.559322,316993,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1000.9,108.7,22.43,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845573.550375,317985,False,False,False,none,night,0,19.44,19.56,19.94,-0.5,1001.0,108.9,22.47,20.45,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845574.545783,318977,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1000.9,108.8,22.51,20.45,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845575.55514,319985,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.6,22.63,20.49,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845576.542718,320977,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.6,22.59,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845577.590303,321985,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.6,22.69,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845578.633916,322993,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.6,22.59,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845579.5490181,323985,False,False,False,none,night,0,19.44,19.62,19.87,-0.44,1000.9,108.6,22.47,20.45,19.6,69,5,False,0.0,9.04,True,calm,0.656,False,
1758845580.5622349,324993,False,False,False,none,night,0,19.44,19.62,19.87,-0.44,1000.9,108.8,22.63,20.45,19.6,69,0,False,0.0,9.04,True,calm,0.656,False,
1758845581.55251,325985,False,False,False,none,night,0,19.44,19.62,19.87,-0.44,1000.9,108.8,22.53,20.45,19.6,69,0,False,0.0,9.04,True,calm,0.656,False,
1758845582.540957,326977,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1001.0,108.8,22.53,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845583.5632682,327985,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1000.9,108.9,22.53,20.45,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845584.544121,328977,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.47,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845585.552937,329985,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.37,20.47,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845586.5437372,330977,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.43,20.41,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845587.569249,331985,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1001.1,108.9,22.37,20.41,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845588.594778,332977,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.1,108.8,22.47,20.45,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845589.730079,333985,False,False,False,none,night,0,19.5,19.62,19.87,-0.37,1001.0,108.9,22.43,20.41,19.6,69,0,False,0.0,9.04,True,calm,0.656,False,
1758845591.841283,334993,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.17,20.45,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845592.058074,336481,False,False,False,none,night,0,19.44,19.56,19.94,-0.5,1000.9,108.9,22.41,20.41,19.6,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845593.056198,337489,False,False,False,none,night,0,19.5,19.62,19.87,-0.37,1001.0,108.9,22.37,20.41,19.6,69,0,False,0.0,9.04,True,calm,0.656,False,
1758845594.052199,338481,False,False,False,none,night,0,19.44,19.62,19.87,-0.44,1000.9,108.9,22.19,20.37,19.5,69,0,False,0.0,9.04,True,calm,0.656,False,
1758845596.345931,339489,False,False,False,none,night,0,19.5,19.62,19.94,-0.44,1001.0,108.9,22.25,20.39,19.5,69,0,False,0.0,9.04,True,calm,0.656,False,
1758845596.5604448,340993,False,False,False,none,night,0,19.44,19.62,19.87,-0.44,1001.0,108.9,22.25,20.35,19.5,69,0,False,0.0,9.04,True,calm,0.656,False,
1758845597.549946,341985,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1001.0,108.8,22.25,20.37,19.5,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845598.558906,342993,False,False,False,none,night,0,19.44,19.62,19.87,-0.44,1000.9,108.9,22.37,20.35,19.5,69,0,False,0.0,9.04,True,calm,0.656,False,
1758845600.841902,344001,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1000.9,108.8,22.41,20.37,19.5,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845601.077327,345489,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1001.0,108.9,22.53,20.35,19.5,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845602.0639849,346497,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.8,22.57,20.37,19.5,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845603.055849,347489,False,False,False,none,night,0,19.5,19.62,19.87,-0.37,1001.0,108.9,22.57,20.35,19.5,69,0,False,0.0,9.04,True,calm,0.656,False,
1758845604.06409,348497,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.43,20.37,19.5,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845605.0509849,349489,False,False,False,none,night,0,19.44,19.62,19.87,-0.44,1001.0,108.9,22.51,20.35,19.5,69,0,False,0.0,9.04,True,calm,0.656,False,
1758845606.060452,350497,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.57,20.39,19.5,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845607.0521111,351489,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.59,20.37,19.5,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845608.0641952,352497,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1000.9,108.8,22.41,20.37,19.5,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845609.187247,353489,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.47,20.37,19.4,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845610.0587578,354497,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.43,20.37,19.5,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845611.052269,355489,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.8,22.37,20.37,19.5,69,0,False,10.61,9.05,True,calm,0.43,False,
1758845612.062796,356497,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1000.9,108.9,22.29,20.37,19.4,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845614.559613,357505,False,False,False,none,night,0,19.5,19.62,19.87,-0.37,1001.0,108.9,22.43,20.37,19.4,69,0,False,0.0,9.04,True,calm,0.656,False,
1758845614.764137,359201,False,False,False,none,night,0,19.44,19.56,19.87,-0.44,1001.0,108.9,22.51,20.35,19.4,69,0,False,0.0,9.05,True,calm,0.656,False,
1758845615.771088,360209,False,False,False,none,night,0,19.5,19.56,19.87,-0.37,1001.0,108.8,22.53,20.37,19.4,69,0,False,90.59,9.05,True,human-tap,0.277,False,
