ts,ms,pump,manual_override,alert,reason,rec_ms,tTop,tMid,tBot,dT_tb,pressure_hPa,lux,irObj,irAmb,airT,airRH,tds_mV,tds_sat,micRMS,DOproxy
1758216394.2175732,3008108,False,False,True,duty_cap,0,27.06,27.13,27.06,0.0,1002.4,3.2,25.41,26.41,25.9,61,368,False,2.53,0.481
1758216395.17547,3009100,False,False,True,duty_cap,0,27.13,27.06,27.06,0.06,1002.4,3.2,25.41,26.41,25.9,61,359,False,4.0,0.483
1758216396.1769931,3010108,False,False,True,duty_cap,0,27.13,27.13,27.06,0.06,1002.4,3.2,25.43,26.41,25.9,61,359,False,2.57,0.481
1758216397.17557,3011100,False,False,True,duty_cap,0,27.13,27.13,27.0,0.13,1002.3,3.2,25.37,26.39,25.9,61,361,False,1.98,0.481
1758216398.177292,3012108,False,False,True,duty_cap,0,27.13,27.13,27.0,0.13,1002.4,3.2,25.35,26.37,25.9,61,369,False,2.85,0.481
1758216399.1686091,3013100,False,False,True,duty_cap,0,27.13,27.13,27.06,0.06,1002.3,3.2,25.37,26.39,25.9,61,368,False,90.54,0.481
1758216400.1793752,3014108,False,False,True,duty_cap,0,27.13,27.06,27.06,0.06,1002.3,3.2,25.43,26.39,25.9,61,372,False,2.64,0.483
1758216401.179629,3015100,False,False,True,duty_cap,0,27.13,27.13,27.0,0.13,1002.4,3.2,25.35,26.35,25.9,61,367,False,2.63,0.481
1758216402.1962361,3016108,False,False,True,duty_cap,0,27.13,27.06,27.0,0.13,1002.4,3.2,25.35,26.43,25.9,61,383,False,2.17,0.483
1758216403.1720388,3017100,False,False,True,duty_cap,0,27.06,27.13,27.0,0.06,1002.3,3.2,25.49,26.41,25.9,61,361,False,1.67,0.481
1758216404.246073,3018108,False,False,True,duty_cap,0,27.13,27.06,27.0,0.13,1002.4,3.2,25.31,26.41,25.9,61,393,False,2.79,0.483
1758216405.183411,3019100,False,False,True,duty_cap,0,27.13,27.13,27.06,0.06,1002.4,3.2,25.37,26.41,25.9,61,352,False,4.31,0.481
1758216406.180816,3020108,False,False,True,duty_cap,0,27.13,27.13,27.06,0.06,1002.3,3.2,25.37,26.41,25.9,60,371,False,3.1,0.481
1758216407.3203578,3021100,False,False,True,duty_cap,0,27.13,27.06,27.06,0.06,1002.4,3.2,25.37,26.37,25.9,60,372,False,1.89,0.483
1758216408.179001,3022108,False,False,True,duty_cap,0,27.13,27.13,27.0,0.13,1002.3,3.2,25.41,26.39,25.9,60,372,False,2.08,0.481
1758216409.381661,3023100,False,False,True,duty_cap,0,27.13,27.13,27.0,0.13,1002.3,3.2,25.41,26.41,25.9,60,351,False,90.55,0.481
1758216410.184748,3024108,False,False,True,duty_cap,0,27.13,27.13,27.0,0.13,1002.4,3.2,25.41,26.37,25.9,60,368,False,90.56,0.481
1758216411.169664,3025100,False,False,True,duty_cap,0,27.13,27.13,27.06,0.06,1002.4,3.2,25.37,26.41,25.9,60,371,False,1.77,0.481
1758216412.338389,3026108,False,False,True,duty_cap,0,27.13,27.13,27.06,0.06,1002.3,3.2,25.41,26.39,25.9,60,376,False,2.96,0.481
1758216413.170539,3027100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.2,25.41,26.41,25.9,60,357,False,1.39,0.483
1758216414.181686,3028108,False,False,True,duty_cap,0,27.13,27.13,27.0,0.13,1002.4,3.2,25.43,26.41,25.9,60,380,False,2.55,0.481
1758216415.208622,3029100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.2,25.49,26.41,25.9,59,361,False,3.09,0.483
1758216416.176346,3030108,False,False,True,duty_cap,0,27.13,27.13,27.0,0.13,1002.3,3.2,25.35,26.39,25.9,59,379,False,1.91,0.481
1758216417.172212,3031100,False,False,True,duty_cap,0,27.06,27.13,27.0,0.06,1002.4,3.2,25.41,26.39,25.9,59,359,False,2.58,0.481
1758216418.178346,3032108,False,False,True,duty_cap,0,27.13,27.06,27.06,0.06,1002.4,3.1,25.43,26.41,25.9,59,368,False,2.18,0.483
1758216419.170689,3033100,False,False,True,duty_cap,0,27.13,27.13,27.0,0.13,1002.4,3.2,25.37,26.41,25.9,59,365,False,2.62,0.481
1758216420.1773,3034108,False,False,True,duty_cap,0,27.13,27.13,27.0,0.13,1002.5,3.2,25.43,26.39,25.9,59,357,False,2.44,0.481
1758216421.1832252,3035100,False,False,True,duty_cap,0,27.13,27.06,27.0,0.13,1002.3,3.1,25.37,26.41,25.9,59,372,False,4.1,0.483
1758216422.192943,3036108,False,False,True,duty_cap,0,27.13,27.13,27.0,0.13,1002.4,3.2,25.37,26.39,25.9,59,353,False,2.74,0.481
1758216423.172755,3037100,False,False,True,duty_cap,0,27.13,27.06,27.0,0.13,1002.3,3.1,25.37,26.39,25.9,59,371,False,90.84,0.483
1758216424.1830149,3038108,False,False,True,duty_cap,0,27.06,27.13,27.0,0.06,1002.3,3.1,25.43,26.41,25.9,59,365,False,1.88,0.481
1758216425.169801,3039100,False,False,True,duty_cap,0,27.13,27.13,27.0,0.13,1002.3,3.2,25.43,26.39,25.9,59,372,False,1.87,0.481
1758216426.37549,3040108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.41,26.41,25.9,59,377,False,1.59,0.483
1758216427.174015,3041100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.35,26.39,25.9,59,372,False,1.67,0.483
1758216428.1798568,3042108,False,False,True,duty_cap,0,27.13,27.13,27.06,0.06,1002.3,3.2,25.43,26.41,25.9,59,385,False,2.64,0.481
1758216429.208205,3043100,False,False,True,duty_cap,0,27.13,27.06,27.0,0.13,1002.4,3.2,25.37,26.41,25.9,59,390,False,2.12,0.483
1758216430.178633,3044108,False,False,True,duty_cap,0,27.13,27.06,27.0,0.13,1002.3,3.2,25.37,26.39,25.9,59,381,False,1.93,0.483
1758216431.1703832,3045100,False,False,True,duty_cap,0,27.13,27.13,27.0,0.13,1002.3,3.1,25.41,26.37,25.9,59,319,False,1.45,0.481
1758216432.17926,3046108,False,False,True,duty_cap,0,27.06,27.13,27.06,0.0,1002.3,3.1,25.43,26.41,25.9,59,361,False,2.7,0.481
1758216433.171168,3047100,False,False,True,duty_cap,0,27.13,27.13,27.0,0.13,1002.3,3.1,25.37,26.39,25.9,59,355,False,3.28,0.481
1758216434.3544729,3048108,False,False,True,duty_cap,0,27.13,27.06,27.06,0.06,1002.4,3.2,25.43,26.39,25.9,59,371,False,2.71,0.483
1758216435.176668,3049100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.2,25.41,26.41,25.9,59,375,False,1.98,0.483
1758216436.182252,3050108,False,False,True,duty_cap,0,27.13,27.13,27.0,0.13,1002.3,3.2,25.41,26.43,25.9,59,347,False,3.7,0.481
1758216437.17025,3051100,False,False,True,duty_cap,0,27.06,27.13,27.0,0.06,1002.3,3.1,25.47,26.43,25.9,59,374,False,2.24,0.481
1758216438.1807208,3052108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.2,25.43,26.37,25.9,60,349,False,90.57,0.483
1758216439.175672,3053100,False,False,True,duty_cap,0,27.13,27.13,27.0,0.13,1002.3,3.1,25.37,26.41,25.9,60,367,False,3.71,0.481
1758216440.179907,3054108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.37,26.41,25.9,60,338,False,2.27,0.483
1758216441.174468,3055100,False,False,True,duty_cap,0,27.13,27.06,27.0,0.13,1002.3,3.2,25.43,26.43,25.9,60,407,False,18.16,0.483
1758216442.1783319,3056108,False,False,True,duty_cap,0,27.13,27.06,27.0,0.13,1002.3,3.1,25.35,26.41,25.9,60,368,False,2.32,0.483
1758216443.3683898,3057100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.2,3.2,25.41,26.39,25.9,60,371,False,2.85,0.483
1758216444.179855,3058108,False,False,True,duty_cap,0,27.13,27.06,27.0,0.13,1002.3,3.2,25.35,26.41,25.9,60,349,False,1.98,0.483
1758216445.1745741,3059100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.43,26.41,25.9,60,391,False,3.35,0.483
1758216446.1778612,3060108,False,False,True,duty_cap,0,27.06,27.13,27.0,0.06,1002.3,3.2,25.41,26.41,25.9,60,371,False,2.78,0.481
1758216447.360089,3061100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.35,26.41,25.9,60,353,False,1.86,0.483
1758216448.181429,3062108,False,False,True,duty_cap,0,27.13,27.13,27.0,0.13,1002.3,3.2,25.41,26.41,25.9,60,349,False,90.53,0.481
1758216449.169079,3063100,False,False,True,duty_cap,0,27.06,27.13,27.0,0.06,1002.3,3.2,25.37,26.41,25.9,60,338,False,2.13,0.481
1758216450.179549,3064108,False,False,True,duty_cap,0,27.13,27.06,27.0,0.13,1002.3,3.2,25.37,26.41,25.9,59,348,False,2.36,0.483
1758216451.171316,3065100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.2,25.37,26.43,25.9,59,368,False,1.54,0.483
1758216452.180613,3066108,False,False,True,duty_cap,0,27.13,27.06,27.0,0.13,1002.3,3.1,25.37,26.41,25.9,59,377,False,2.39,0.483
1758216453.171665,3067100,False,False,True,duty_cap,0,27.06,27.13,27.0,0.06,1002.3,3.1,25.43,26.43,25.9,59,371,False,2.69,0.481
1758216454.178727,3068108,False,False,True,duty_cap,0,27.13,27.06,27.0,0.13,1002.3,3.1,25.43,26.41,25.9,59,372,False,2.91,0.483
1758216455.1686158,3069100,False,False,True,duty_cap,0,27.06,27.13,27.0,0.06,1002.3,3.2,25.37,26.41,25.9,58,377,False,3.61,0.481
1758216456.180725,3070108,False,False,True,duty_cap,0,27.13,27.06,27.0,0.13,1002.5,3.2,25.43,26.43,25.9,58,395,False,2.29,0.483
1758216457.170361,3071100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.37,26.41,25.9,58,380,False,1.5,0.483
1758216458.1827168,3072108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.43,26.43,25.9,58,361,False,21.53,0.483
1758216459.1700969,3073100,False,False,True,duty_cap,0,27.13,27.06,27.0,0.13,1002.4,3.1,25.43,26.43,25.9,58,363,False,2.34,0.483
1758216460.178043,3074108,False,False,True,duty_cap,0,27.06,27.13,27.0,0.06,1002.4,3.1,25.43,26.43,25.9,58,363,False,2.28,0.481
1758216461.171714,3075100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.2,25.47,26.43,25.9,58,359,False,3.61,0.483
1758216462.178381,3076108,False,False,True,duty_cap,0,27.06,27.06,27.06,0.0,1002.3,3.1,25.37,26.41,25.9,58,329,False,2.02,0.483
1758216463.168252,3077100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.2,25.37,26.39,25.9,58,383,False,2.93,0.483
1758216464.178102,3078108,False,False,True,duty_cap,0,27.13,27.13,27.06,0.06,1002.3,3.2,25.41,26.41,25.9,58,378,False,3.83,0.481
1758216465.16995,3079100,False,False,True,duty_cap,0,27.13,27.06,27.06,0.06,1002.3,3.2,25.49,26.45,25.9,59,380,False,3.48,0.483
1758216466.200565,3080108,False,False,True,duty_cap,0,27.13,27.13,27.0,0.13,1002.5,3.1,25.43,26.41,25.9,59,345,False,2.11,0.481
1758216467.330762,3081100,False,False,True,duty_cap,0,27.13,27.06,27.0,0.13,1002.3,3.1,25.43,26.43,25.9,59,356,False,3.06,0.483
1758216468.1787121,3082108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.41,26.41,25.9,59,393,False,3.4,0.483
1758216469.172388,3083100,False,False,True,duty_cap,0,27.06,27.13,27.0,0.06,1002.4,3.1,25.49,26.41,25.9,60,355,False,3.27,0.481
1758216470.1841862,3084108,False,False,True,duty_cap,0,27.06,27.13,27.0,0.06,1002.4,3.1,25.43,26.43,25.9,60,355,False,2.88,0.481
1758216471.170658,3085100,False,False,True,duty_cap,0,27.06,27.13,27.0,0.06,1002.4,3.1,25.41,26.43,25.9,60,383,False,2.62,0.481
1758216472.176716,3086108,False,False,True,duty_cap,0,27.13,27.13,27.0,0.13,1002.4,3.2,25.41,26.43,25.9,60,363,False,2.91,0.481
1758216473.174006,3087100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.35,26.39,25.9,60,379,False,1.3,0.483
1758216474.191565,3088108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.41,26.45,25.9,61,377,False,90.54,0.483
1758216475.183368,3089100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.41,26.43,25.9,61,382,False,3.45,0.483
1758216476.350791,3090108,False,False,True,duty_cap,0,27.06,27.13,27.0,0.06,1002.3,3.1,25.37,26.39,25.9,61,377,False,2.43,0.481
1758216477.1774862,3091100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.47,26.39,25.9,61,391,False,1.72,0.483
1758216478.1831932,3092108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.37,26.41,25.9,61,368,False,2.85,0.483
1758216479.207677,3093100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.37,26.41,25.9,61,352,False,2.9,0.483
1758216480.176765,3094108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.41,26.43,25.9,61,369,False,2.08,0.483
1758216481.357993,3095100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.41,26.43,25.9,61,368,False,2.5,0.483
1758216482.382004,3096108,False,False,True,duty_cap,0,27.06,27.13,27.0,0.06,1002.3,3.2,25.37,26.43,25.9,61,365,False,3.01,0.481
1758216483.1751528,3097100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.2,25.37,26.41,25.9,61,356,False,4.8,0.483
1758216484.326045,3098108,False,False,True,duty_cap,0,27.13,27.06,27.0,0.13,1002.4,3.1,25.41,26.43,25.9,61,368,False,2.01,0.483
1758216485.1701162,3099100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.5,3.2,25.43,26.43,25.9,61,383,False,1.92,0.483
1758216486.373863,3100108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.2,25.41,26.41,25.9,61,382,False,2.73,0.483
1758216487.2055511,3101100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.41,26.43,25.9,61,362,False,2.93,0.483
1758216488.212401,3102108,False,False,True,duty_cap,0,27.06,27.06,27.06,0.0,1002.4,3.1,25.25,26.41,25.9,61,340,False,3.74,0.483
1758216489.169235,3103100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.31,26.43,25.9,61,370,False,2.42,0.483
1758216490.1786811,3104108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.37,26.41,25.9,61,363,False,90.58,0.483
1758216491.172441,3105100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.35,26.41,25.9,61,402,False,1.93,0.483
1758216492.1790562,3106108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.31,26.39,25.9,61,383,False,3.03,0.483
1758216493.3378098,3107100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.37,26.43,25.9,61,367,False,1.86,0.483
1758216494.1835468,3108108,False,False,True,duty_cap,0,27.06,27.13,27.0,0.06,1002.5,3.2,25.37,26.45,25.9,61,364,False,128.06,0.481
1758216495.174479,3109100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.31,26.39,25.9,61,365,False,2.55,0.483
1758216496.1829052,3110108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.2,25.31,26.41,25.9,61,395,False,1.98,0.483
1758216497.186887,3111100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.35,26.43,25.9,61,365,False,2.09,0.483
1758216498.197213,3112108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.37,26.41,25.9,61,386,False,2.07,0.483
1758216499.1807559,3113100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.37,26.41,25.9,61,384,False,2.59,0.483
1758216500.178754,3114108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.35,26.41,25.9,61,369,False,3.88,0.483
1758216501.1688268,3115100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.35,26.41,25.9,61,361,False,4.43,0.483
1758216502.178037,3116108,False,False,True,duty_cap,0,27.06,27.13,27.0,0.06,1002.3,3.1,25.41,26.41,25.9,60,356,False,128.07,0.481
1758216503.178456,3117100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.37,26.41,25.9,60,370,False,3.7,0.483
1758216504.181088,3118108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.35,26.39,25.9,60,376,False,90.55,0.483
1758216505.317844,3119100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.43,26.41,25.9,60,378,False,3.63,0.483
1758216506.179511,3120108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.37,26.39,25.9,59,369,False,3.06,0.483
1758216507.1745799,3121100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.41,26.41,25.9,59,351,False,1.16,0.483
1758216508.18102,3122108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.41,26.41,25.9,59,372,False,2.62,0.483
1758216509.1717591,3123100,False,False,True,duty_cap,0,27.06,27.06,27.06,0.0,1002.4,3.1,25.41,26.39,25.9,59,364,False,1.89,0.483
1758216510.179292,3124108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.37,26.41,25.9,58,371,False,2.95,0.483
1758216511.19168,3125100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.5,3.1,25.35,26.39,25.9,58,390,False,3.35,0.483
1758216512.179914,3126108,False,False,True,duty_cap,0,27.06,27.06,27.06,0.0,1002.4,3.1,25.37,26.41,25.9,58,391,False,2.86,0.483
1758216513.172278,3127100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.37,26.39,25.9,58,372,False,2.13,0.483
1758216514.17907,3128108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.43,26.43,25.9,58,357,False,1.58,0.483
1758216515.1695201,3129100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.37,26.45,25.9,58,362,False,1.6,0.483
1758216516.1815958,3130108,False,False,True,duty_cap,0,27.13,27.06,27.0,0.13,1002.3,3.1,25.41,26.41,25.9,58,368,False,3.13,0.483
1758216517.2110798,3131100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.49,26.39,25.9,57,379,False,4.84,0.483
1758216518.179936,3132108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.35,26.41,25.9,57,355,False,2.69,0.483
1758216519.170757,3133100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.37,26.39,25.9,57,378,False,2.13,0.483
1758216520.180479,3134108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.41,26.41,25.9,58,363,False,3.26,0.483
1758216521.192163,3135100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.31,26.39,25.9,58,383,False,2.23,0.483
1758216522.1821508,3136108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.37,26.41,25.9,58,385,False,2.38,0.483
1758216523.170495,3137100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.37,26.43,25.9,58,365,False,2.15,0.483
1758216524.1888409,3138108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.35,26.41,25.9,58,395,False,90.55,0.483
1758216525.185327,3139100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.5,3.2,25.37,26.43,25.9,58,368,False,3.17,0.483
1758216526.1785479,3140108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.31,26.41,25.9,59,355,False,1.38,0.483
1758216527.169616,3141100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.23,26.37,25.9,59,371,False,2.89,0.483
1758216528.179488,3142108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.5,3.1,25.37,26.39,25.9,59,356,False,2.55,0.483
1758216529.177637,3143100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.29,26.39,25.9,59,368,False,1.71,0.483
1758216530.211225,3144108,False,False,True,duty_cap,0,27.06,27.06,26.94,0.13,1002.4,3.1,25.37,26.39,25.9,59,371,False,3.75,0.483
1758216531.1697779,3145100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.29,26.41,25.9,59,365,False,2.48,0.483
1758216532.180167,3146108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.35,26.39,25.9,59,381,False,2.0,0.483
1758216533.173069,3147100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.35,26.41,25.9,59,385,False,2.81,0.483
1758216534.181563,3148108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.41,26.41,25.9,59,371,False,1.89,0.483
1758216535.171412,3149100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.41,26.39,25.9,59,369,False,3.53,0.483
1758216536.1807182,3150108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.37,26.41,25.9,59,359,False,2.68,0.483
1758216537.368989,3151100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.35,26.39,25.9,59,375,False,2.24,0.483
1758216538.1820538,3152108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.35,26.41,25.9,59,382,False,2.45,0.483
1758216539.1693819,3153100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.5,3.1,25.29,26.39,25.9,59,385,False,2.41,0.483
1758216540.178983,3154108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.35,26.39,25.9,59,390,False,1.69,0.483
1758216541.1705961,3155100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.37,26.41,25.9,59,385,False,1.85,0.483
1758216542.183418,3156108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.35,26.39,25.9,59,377,False,2.24,0.483
1758216543.1742752,3157100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.37,26.41,25.9,59,372,False,90.58,0.483
1758216544.188451,3158108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.43,26.43,25.9,59,395,False,2.31,0.483
1758216545.171673,3159100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.41,26.37,25.9,59,385,False,2.85,0.483
1758216546.381027,3160108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.43,26.41,25.9,60,380,False,2.19,0.483
1758216547.172928,3161100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.35,26.41,25.9,60,362,False,1.73,0.483
1758216548.3294048,3162108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.5,3.1,25.37,26.39,25.9,60,368,False,2.93,0.483
1758216549.170801,3163100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.35,26.39,25.9,60,377,False,1.87,0.483
1758216550.17846,3164108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.37,26.41,25.9,60,348,False,1.41,0.483
1758216551.171989,3165100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.5,3.1,25.35,26.39,25.9,60,343,False,1.88,0.483
1758216552.180066,3166108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.35,26.41,25.9,60,359,False,2.28,0.483
1758216553.169297,3167100,False,False,True,duty_cap,0,27.06,27.06,26.94,0.13,1002.5,3.1,25.35,26.41,25.9,60,326,False,2.33,0.483
1758216554.186151,3168108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.37,26.39,25.9,60,377,False,90.54,0.483
1758216555.174336,3169100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.47,26.43,25.9,60,361,False,2.86,0.483
1758216556.182219,3170108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.5,3.1,25.41,26.39,25.9,60,341,False,3.91,0.483
1758216557.439559,3171100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.43,26.41,25.9,61,348,False,1.84,0.483
1758216558.4651468,3172108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.37,26.41,25.9,61,341,False,2.5,0.483
1758216559.1715698,3173100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.41,26.39,25.9,61,364,False,2.71,0.483
1758216560.178582,3174108,False,False,True,duty_cap,0,27.06,27.06,26.94,0.13,1002.4,3.1,25.43,26.43,25.9,61,375,False,1.33,0.483
1758216561.169673,3175100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.41,26.41,25.9,61,396,False,4.47,0.483
1758216562.354762,3176108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.37,26.39,25.9,61,381,False,3.07,0.483
1758216563.178192,3177100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.37,26.39,25.9,61,365,False,2.91,0.483
1758216564.2034152,3178108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.3,3.1,25.41,26.37,25.9,61,344,False,2.57,0.483
1758216565.169836,3179100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.37,26.39,25.9,61,359,False,2.14,0.483
1758216566.1827211,3180108,False,False,True,duty_cap,0,27.06,27.0,27.0,0.06,1002.4,3.1,25.41,26.37,25.9,61,394,False,1.69,0.485
1758216567.1783,3181100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.43,26.41,25.9,60,353,False,2.88,0.483
1758216568.4023008,3182108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.41,26.43,25.9,60,399,False,4.13,0.483
1758216569.171167,3183100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.41,26.41,25.9,60,375,False,3.49,0.483
1758216570.1817548,3184108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.37,26.41,25.9,60,369,False,1.59,0.483
1758216571.369138,3185100,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.41,26.45,25.9,60,369,False,3.17,0.483
1758216572.1808581,3186108,False,False,True,duty_cap,0,27.06,27.06,27.0,0.06,1002.4,3.1,25.37,26.39,25.9,60,342,False,90.54,0.483
